sec	CH1	CH2	CH40	CH41	
6.3395	0.0439453	-0.0195313	177.515	0.338	
6.34	0.0415039	-0.0195313	177.515	0.338	
6.3405	0.0415039	-0.0195313	177.515	0.338	
6.341	0.0415039	-0.0195313	177.515	0.338	
6.3415	0.0415039	-0.0195313	177.515	0.338	
6.342	0.0415039	-0.0195313	177.515	0.338	
6.3425	0.0415039	-0.0195313	177.515	0.338	
6.343	0.0415039	-0.0195313	177.515	0.338	
6.3435	0.0415039	-0.0195313	177.515	0.338	
6.344	0.0439453	-0.0195313	177.515	0.338	
6.3445	0.0439453	-0.0195313	177.515	0.338	
6.345	0.0463867	-0.0195313	177.515	0.338	
6.3455	0.0463867	-0.0195313	177.515	0.338	
6.346	0.0488281	-0.0195313	177.515	0.338	
6.3465	0.0512695	-0.0195313	177.515	0.338	
6.347	0.0512695	-0.0195313	177.515	0.338	
6.3475	0.0537109	-0.0195313	177.515	0.338	
6.348	0.0537109	-0.0195313	177.515	0.338	
6.3485	0.0561523	-0.0195313	177.515	0.338	
6.349	0.0561523	-0.0195313	177.515	0.338	
6.3495	0.0561523	-0.0195313	177.515	0.338	
6.35	0.0561523	-0.0195313	177.515	0.338	
6.3505	0.0561523	-0.0195313	177.515	0.338	
6.351	0.0537109	-0.0195313	177.515	0.338	
6.3515	0.0537109	-0.0195313	177.515	0.338	
6.352	0.0537109	-0.0195313	177.515	0.338	
6.3525	0.0537109	-0.0195313	177.515	0.338	
6.353	0.0537109	-0.0195313	177.515	0.338	
6.3535	0.0537109	-0.0244141	177.515	0.338	
6.354	0.0537109	-0.0244141	177.515	0.338	
6.3545	0.0537109	-0.0244141	177.515	0.338	
6.355	0.0537109	-0.0244141	177.515	0.338	
6.3555	0.0537109	-0.0244141	177.515	0.338	
6.356	0.0537109	-0.0244141	177.515	0.338	
6.3565	0.0537109	-0.0244141	177.515	0.338	
6.357	0.0537109	-0.0244141	177.515	0.338	
6.3575	0.0537109	-0.0244141	177.515	0.338	
6.358	0.0512695	-0.0244141	177.515	0.338	
6.3585	0.0512695	-0.0244141	177.515	0.338	
6.359	0.0488281	-0.0244141	177.515	0.338	
6.3595	0.0488281	-0.0244141	177.515	0.338	
6.36	0.0463867	-0.0244141	177.515	0.338	
6.3605	0.0463867	-0.0244141	177.515	0.338	
6.361	0.0439453	-0.0244141	177.515	0.338	
6.3615	0.0439453	-0.0244141	177.515	0.338	
6.362	0.0415039	-0.0244141	177.515	0.338	
6.3625	0.0390625	-0.0244141	177.515	0.338	
6.363	0.0390625	-0.0244141	177.515	0.338	
6.3635	0.0390625	-0.0244141	177.515	0.338	
6.364	0.0390625	-0.0244141	177.515	0.338	
6.3645	0.0366211	-0.0244141	177.515	0.338	
6.365	0.0390625	-0.0244141	177.515	0.338	
6.3655	0.0390625	-0.0244141	177.515	0.338	
6.366	0.0390625	-0.0244141	177.515	0.338	
6.3665	0.0390625	-0.0244141	177.515	0.338	
6.367	0.0390625	-0.0244141	177.515	0.338	
6.3675	0.0415039	-0.0244141	177.515	0.338	
6.368	0.0415039	-0.0244141	177.515	0.338	
